timestamp,timestring,Close_D
1484870400000,2017-01-20,7.2
1485129600000,2017-01-23,7.18
1485216000000,2017-01-24,7.17
1485993600000,2017-02-02,7.3
1486080000000,2017-02-03,7.39
1486339200000,2017-02-06,7.49
1486425600000,2017-02-07,7.6
1486512000000,2017-02-08,7.8
1486598400000,2017-02-09,7.83
1486684800000,2017-02-10,7.7
1486944000000,2017-02-13,7.73
1487030400000,2017-02-14,8.45
1487116800000,2017-02-15,8.81
1487203200000,2017-02-16,8.79
1487289600000,2017-02-17,8.8
1487376000000,2017-02-18,8.8
1471564800000,2016-08-19,7.2
1471824000000,2016-08-22,7.28
1471910400000,2016-08-23,7.44
1471996800000,2016-08-24,7.57
1472083200000,2016-08-25,7.92
1472169600000,2016-08-26,7.78
1472428800000,2016-08-29,7.8
1472515200000,2016-08-30,7.72
1472601600000,2016-08-31,7.75
1472688000000,2016-09-01,7.7
1472774400000,2016-09-02,7.59
1473033600000,2016-09-05,7.63
1473120000000,2016-09-06,7.6
1473206400000,2016-09-07,7.6
1473292800000,2016-09-08,7.7
1473379200000,2016-09-09,7.51
1473465600000,2016-09-10,7.63
1473638400000,2016-09-12,7.67
1473724800000,2016-09-13,7.65
1473811200000,2016-09-14,7.53
1474243200000,2016-09-19,7.5
1474329600000,2016-09-20,7.35
1474416000000,2016-09-21,7.41
1474502400000,2016-09-22,7.42
1474588800000,2016-09-23,7.42
1474848000000,2016-09-26,7.4
1475107200000,2016-09-29,7.38
1475193600000,2016-09-30,7.32
1475452800000,2016-10-03,7.32
1475539200000,2016-10-04,7.32
1475625600000,2016-10-05,7.3
1475712000000,2016-10-06,7.34
1475798400000,2016-10-07,7.3
1476144000000,2016-10-11,7.24
1476230400000,2016-10-12,7.24
1476316800000,2016-10-13,7.21
1476403200000,2016-10-14,7.21
1476662400000,2016-10-17,7.21
1476748800000,2016-10-18,7.21
1476835200000,2016-10-19,7.21
1476921600000,2016-10-20,7.21
1477008000000,2016-10-21,7.2
1477267200000,2016-10-24,7.07
1477353600000,2016-10-25,7.07
1477440000000,2016-10-26,7.07
1477526400000,2016-10-27,7.08
1477612800000,2016-10-28,7.24
1477872000000,2016-10-31,7.24
1477958400000,2016-11-01,7.66
1478044800000,2016-11-02,7.36
1478131200000,2016-11-03,7.26
1478217600000,2016-11-04,7.12
1478476800000,2016-11-07,7.12
1478563200000,2016-11-08,7.09
1478649600000,2016-11-09,6.49
1478736000000,2016-11-10,6.82
1478822400000,2016-11-11,6.8
1479081600000,2016-11-14,6.8
1479168000000,2016-11-15,6.74
1479254400000,2016-11-16,6.74
1479340800000,2016-11-17,6.75
1479427200000,2016-11-18,6.76
1479686400000,2016-11-21,6.76
1479772800000,2016-11-22,6.72
1479859200000,2016-11-23,6.72
1479945600000,2016-11-24,6.65
1480032000000,2016-11-25,6.65
1480291200000,2016-11-28,6.7
1480377600000,2016-11-29,6.7
1480464000000,2016-11-30,6.7
1480550400000,2016-12-01,6.7
1480636800000,2016-12-02,6.75
1480896000000,2016-12-05,6.93
1480982400000,2016-12-06,6.99
1481068800000,2016-12-07,7
1481155200000,2016-12-08,7.04
1481241600000,2016-12-09,7
1481500800000,2016-12-12,7
1481587200000,2016-12-13,6.99
1481673600000,2016-12-14,7
1481760000000,2016-12-15,7
1481846400000,2016-12-16,7
1482105600000,2016-12-19,6.99
1482192000000,2016-12-20,7.09
1482278400000,2016-12-21,7.27
1482364800000,2016-12-22,7.2
1482451200000,2016-12-23,7.14
1482710400000,2016-12-26,7.6
1482796800000,2016-12-27,7.5
1482883200000,2016-12-28,7.44
1482969600000,2016-12-29,7.39
1483056000000,2016-12-30,7.39
1483401600000,2017-01-03,7.46
1483488000000,2017-01-04,7.36
1483574400000,2017-01-05,7.3
1483660800000,2017-01-06,7.3
1483920000000,2017-01-09,7.18
1484006400000,2017-01-10,7.16
1484092800000,2017-01-11,7.19
1484179200000,2017-01-12,7.16
1484265600000,2017-01-13,7.16
1484524800000,2017-01-16,7.17
1484611200000,2017-01-17,7.14
1484697600000,2017-01-18,7.19
1484784000000,2017-01-19,7.17
1484870400000,2017-01-20,7.2
1485129600000,2017-01-23,7.18
1485216000000,2017-01-24,7.17
1485993600000,2017-02-02,7.3
1486080000000,2017-02-03,7.39
1486339200000,2017-02-06,7.49
1486425600000,2017-02-07,7.6
1486512000000,2017-02-08,7.8
1486598400000,2017-02-09,7.83
1486684800000,2017-02-10,7.7
1486944000000,2017-02-13,7.73
1487030400000,2017-02-14,8.45
1487116800000,2017-02-15,8.81
1487203200000,2017-02-16,8.79
1487289600000,2017-02-17,8.8
1487376000000,2017-02-18,8.8
